player_key,display_name,bat_innings,bat_runs,bat_balls,bat_dismissals,bat_sr,bat_avg,bowl_innings,bowl_balls,bowl_runs,bowl_wickets,bowl_econ,bowl_sr,bat_strength,bowl_strength
s dube,S Dube,75.0,1859.0,1294.0,60.0,143.6631,30.9833,15.0,124.0,213.0,5.0,10.3065,24.8,0.825,-1.3669
s gopal,S Gopal,22.0,180.0,169.0,12.0,106.5089,15.0,51.0,991.0,1349.0,52.0,8.1675,19.0577,-0.8164,0.5774
s joseph,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,47.0,0.0,11.75,24.0,0.0,0.0
s kaul,S Kaul,9.0,20.0,36.0,3.0,55.5556,6.6667,55.0,1209.0,1739.0,58.0,8.6303,20.8448,0.0,0.1349
s kaushik,S Kaushik,1.0,0.0,1.0,1.0,0.0,0.0,10.0,204.0,297.0,6.0,8.7353,34.0,0.0,-0.4764
s ladda,S Ladda,2.0,0.0,9.0,1.0,0.0,0.0,9.0,138.0,224.0,5.0,9.7391,27.6,0.0,-1.0244
s lamichhane,S Lamichhane,1.0,0.0,1.0,1.0,0.0,0.0,9.0,210.0,292.0,13.0,8.3429,16.1538,0.0,0.5532
s midhun,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,27.0,0.0,13.5,12.0,0.0,0.0
s nadeem,S Nadeem,20.0,39.0,87.0,14.0,44.8276,2.7857,70.0,1415.0,1784.0,48.0,7.5647,29.4792,-3.6788,0.6429
s narwal,S Narwal,4.0,37.0,27.0,3.0,137.037,12.3333,6.0,106.0,202.0,5.0,11.434,21.2,0.0,-2.1262
s rana,S Rana,8.0,91.0,81.0,4.0,112.3457,22.75,3.0,16.0,18.0,0.0,6.75,16.0,-0.4235,0.0
s randiv,S Randiv,1.0,2.0,4.0,1.0,50.0,2.0,8.0,174.0,223.0,6.0,7.6897,29.0,0.0,0.562
s sandeep warrier,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,168.0,253.0,8.0,9.0357,21.0,0.0,-0.1962
s sohal,S Sohal,20.0,368.0,292.0,18.0,126.0274,20.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,0.0
s sreesanth,S Sreesanth,12.0,34.0,55.0,3.0,61.8182,11.3333,44.0,880.0,1194.0,40.0,8.1409,22.0,0.0,0.4808
s sriram,S Sriram,2.0,31.0,36.0,2.0,86.1111,15.5,2.0,18.0,49.0,0.0,16.3333,18.0,0.0,0.0
s tyagi,S Tyagi,1.0,3.0,4.0,0.0,75.0,3.0,14.0,209.0,295.0,6.0,8.4689,34.8333,0.0,-0.2963
s vidyut,S Vidyut,8.0,145.0,109.0,8.0,133.0275,18.125,1.0,12.0,22.0,1.0,11.0,12.0,0.2061,0.0
sa abbott,SA Abbott,3.0,22.0,18.0,2.0,122.2222,11.0,3.0,54.0,104.0,1.0,11.5556,54.0,0.0,0.0
sa asnodkar,SA Asnodkar,19.0,423.0,339.0,18.0,124.7788,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,0.0
sa yadav,SA Yadav,151.0,4311.0,2901.0,120.0,148.6039,35.925,1.0,6.0,8.0,0.0,8.0,6.0,1.0676,0.0
sachin baby,Sachin Baby,11.0,144.0,118.0,9.0,122.0339,16.0,2.0,10.0,8.0,2.0,4.8,5.0,-0.2384,0.0
salman butt,Salman Butt,7.0,193.0,161.0,7.0,119.8758,27.5714,0.0,0.0,0.0,0.0,0.0,0.0,-0.0699,0.0
sameer rizvi,Sameer Rizvi,9.0,172.0,122.0,7.0,140.9836,24.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.6246,0.0
sandeep sharma,Sandeep Sharma,26.0,60.0,75.0,5.0,80.0,12.0,136.0,3045.0,4083.0,146.0,8.0453,20.8562,-1.8523,0.6032
sanvir singh,Sanvir Singh,5.0,25.0,21.0,2.0,119.0476,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saurav chauhan,Saurav Chauhan,3.0,18.0,15.0,3.0,120.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sb bangar,SB Bangar,7.0,49.0,58.0,6.0,84.4828,8.1667,9.0,150.0,219.0,4.0,8.76,37.5,0.0,-0.6364
sb dubey,SB Dubey,11.0,139.0,85.0,6.0,163.5294,23.1667,0.0,0.0,0.0,0.0,0.0,0.0,1.3957,0.0
sb jakati,SB Jakati,5.0,28.0,29.0,1.0,96.5517,28.0,57.0,1085.0,1451.0,47.0,8.024,23.0851,0.0,0.531
sb joshi,SB Joshi,2.0,6.0,14.0,2.0,42.8571,3.0,4.0,55.0,82.0,1.0,8.9455,55.0,0.0,0.0
sb styris,SB Styris,10.0,131.0,133.0,7.0,98.4962,18.7143,11.0,216.0,276.0,8.0,7.6667,27.0,-1.0014,0.6605
sb wagh,SB Wagh,2.0,2.0,3.0,2.0,66.6667,1.0,8.0,102.0,137.0,5.0,8.0588,20.4,0.0,0.6107
sc ganguly,SC Ganguly,56.0,1349.0,1263.0,52.0,106.8092,25.9423,20.0,276.0,363.0,10.0,7.8913,27.6,-0.5599,0.4564
sc kuggeleijn,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,71.0,2.0,8.875,24.0,0.0,0.0
sd chitnis,SD Chitnis,8.0,99.0,89.0,7.0,111.236,14.1429,2.0,36.0,60.0,2.0,10.0,18.0,-0.6751,0.0
sd hope,SD Hope,9.0,183.0,122.0,7.0,150.0,26.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.9718,0.0
sd lad,SD Lad,1.0,15.0,13.0,1.0,115.3846,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
se bond,SE Bond,1.0,1.0,2.0,1.0,50.0,1.0,8.0,186.0,224.0,9.0,7.2258,20.6667,0.0,1.2676
se marsh,SE Marsh,69.0,2489.0,1871.0,62.0,133.0305,40.1452,0.0,0.0,0.0,0.0,0.0,0.0,0.5676,0.0
se rutherford,SE Rutherford,20.0,397.0,289.0,16.0,137.3702,24.8125,6.0,41.0,59.0,1.0,8.6341,41.0,0.5012,0.0
sediqullah atal,Sediqullah Atal,1.0,22.0,16.0,1.0,137.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh johnson,SH Johnson,5.0,8.0,11.0,0.0,72.7273,8.0,9.0,164.0,284.0,5.0,10.3902,32.8,0.0,-1.7546
shahbaz ahmed,Shahbaz Ahmed,38.0,545.0,448.0,28.0,121.6518,19.4643,45.0,588.0,939.0,22.0,9.5816,26.7273,-0.1645,-0.8632
shahid afridi,Shahid Afridi,9.0,81.0,46.0,8.0,176.087,10.125,10.0,180.0,225.0,9.0,7.5,20.0,0.0,1.0746
shakib al hasan,Shakib Al Hasan,52.0,795.0,639.0,39.0,124.4131,20.3846,70.0,1484.0,1839.0,63.0,7.4353,23.5556,-0.046,0.984
shashank singh,Shashank Singh,33.0,773.0,490.0,18.0,157.7551,42.9444,4.0,30.0,52.0,1.0,10.4,30.0,1.4735,0.0
shivam mavi,Shivam Mavi,11.0,51.0,56.0,9.0,91.0714,5.6667,32.0,649.0,942.0,30.0,8.7088,21.6333,0.0,0.0404
shivam sharma,Shivam Sharma,2.0,5.0,3.0,1.0,166.6667,5.0,5.0,114.0,165.0,4.0,8.6842,28.5,0.0,-0.2151
shivam singh,Shivam Singh,1.0,2.0,3.0,0.0,66.6667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shoaib ahmed,Shoaib Ahmed,3.0,1.0,6.0,2.0,16.6667,0.5,7.0,102.0,152.0,5.0,8.9412,20.4,0.0,-0.0964
shoaib akhtar,Shoaib Akhtar,1.0,2.0,7.0,1.0,28.5714,2.0,3.0,42.0,54.0,5.0,7.7143,8.4,0.0,0.0
shoaib malik,Shoaib Malik,5.0,52.0,47.0,4.0,110.6383,13.0,5.0,51.0,85.0,2.0,10.0,25.5,0.0,0.0
shubman gill,Shubman Gill,114.0,3866.0,2787.0,95.0,138.7155,40.6947,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.0
sikandar raza,Sikandar Raza,9.0,182.0,136.0,7.0,133.8235,26.0,7.0,84.0,141.0,3.0,10.0714,28.0,0.3969,-1.3068
simarjeet singh,Simarjeet Singh,6.0,10.0,15.0,3.0,66.6667,3.3333,14.0,240.0,400.0,11.0,10.0,21.8182,0.0,-1.0018
sj srivastava,SJ Srivastava,4.0,5.0,5.0,1.0,100.0,5.0,14.0,282.0,441.0,14.0,9.383,20.1429,0.0,-0.4402
sk raina,SK Raina,200.0,5536.0,4046.0,162.0,136.8265,34.1728,69.0,908.0,1118.0,25.0,7.3877,36.32,0.628,0.5107
sk rasheed,SK Rasheed,5.0,71.0,63.0,5.0,112.6984,14.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.6216,0.0
sk trivedi,SK Trivedi,14.0,42.0,59.0,7.0,71.1864,6.0,75.0,1506.0,1904.0,65.0,7.5857,23.1692,0.0,0.8789
sk warne,SK Warne,27.0,198.0,214.0,17.0,92.5234,11.6471,54.0,1194.0,1447.0,57.0,7.2714,20.9474,-1.4222,1.2199
sl malinga,SL Malinga,20.0,88.0,99.0,11.0,88.8889,8.0,122.0,2827.0,3366.0,170.0,7.144,16.6294,-1.7112,1.495
sm boland,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,54.0,2.0,7.7143,21.0,0.0,0.0
sm curran,SM Curran,53.0,997.0,731.0,40.0,136.3885,24.925,63.0,1253.0,2033.0,59.0,9.735,21.2373,0.4685,-0.7662
sm harwood,SM Harwood,2.0,9.0,14.0,0.0,64.2857,9.0,3.0,60.0,73.0,3.0,7.3,20.0,0.0,1.2349
sm katich,SM Katich,11.0,241.0,186.0,9.0,129.5699,26.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.2598,0.0
sm pollock,SM Pollock,8.0,147.0,111.0,8.0,132.4324,18.375,13.0,276.0,301.0,11.0,6.5435,25.0909,0.1912,1.6372
smsm senanayake,SMSM Senanayake,4.0,10.0,17.0,1.0,58.8235,10.0,8.0,192.0,209.0,9.0,6.5312,21.3333,0.0,1.7975
sn khan,SN Khan,36.0,585.0,448.0,26.0,130.5804,22.5,1.0,2.0,6.0,0.0,18.0,2.0,0.2167,0.0
sn thakur,SN Thakur,40.0,325.0,233.0,26.0,139.485,12.5,102.0,2070.0,3244.0,107.0,9.4029,19.3458,0.2703,-0.4242
so hetmyer,SO Hetmyer,78.0,1488.0,980.0,50.0,151.8367,29.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0958,0.0
sohail tanvir,Sohail Tanvir,5.0,36.0,29.0,3.0,124.1379,12.0,11.0,247.0,266.0,22.0,6.4615,11.2273,0.0,2.2584
sp fleming,SP Fleming,10.0,196.0,165.0,9.0,118.7879,21.7778,0.0,0.0,0.0,0.0,0.0,0.0,-0.2153,0.0
sp goswami,SP Goswami,21.0,293.0,295.0,19.0,99.322,15.4211,0.0,0.0,0.0,0.0,0.0,0.0,-1.0584,0.0
sp jackson,SP Jackson,8.0,61.0,57.0,6.0,107.0175,10.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sp narine,SP Narine,118.0,1780.0,1069.0,95.0,166.5108,18.7368,187.0,4351.0,4933.0,192.0,6.8026,22.6615,1.4057,1.5269
spd smith,SPD Smith,93.0,2495.0,1945.0,70.0,128.2776,35.6429,1.0,2.0,5.0,0.0,15.0,2.0,0.3448,0.0
sr tendulkar,SR Tendulkar,78.0,2334.0,1948.0,67.0,119.8152,34.8358,4.0,36.0,58.0,0.0,9.6667,36.0,0.0349,0.0
sr watson,SR Watson,141.0,3880.0,2813.0,124.0,137.931,31.2903,105.0,2029.0,2682.0,92.0,7.931,22.0543,0.6267,0.6469
ss agarwal,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,42.0,1.0,10.5,24.0,0.0,0.0
ss cottrell,SS Cottrell,1.0,0.0,2.0,1.0,0.0,0.0,6.0,120.0,176.0,6.0,8.8,20.0,0.0,0.0327
ss iyer,SS Iyer,131.0,3735.0,2800.0,109.0,133.3929,34.2661,1.0,6.0,7.0,0.0,7.0,6.0,0.5077,0.0
ss mundhe,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0
ss prabhudessai,SS Prabhudessai,10.0,126.0,106.0,9.0,118.8679,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4095,0.0
ss sarkar,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,34.0,1.0,8.16,25.0,0.0,0.0
ss shaikh,SS Shaikh,1.0,6.0,7.0,0.0,85.7143,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ss tiwary,SS Tiwary,73.0,1494.0,1244.0,49.0,120.0965,30.4898,0.0,0.0,0.0,0.0,0.0,0.0,-0.0162,0.0
ssb magala,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,51.0,1.0,8.5,36.0,0.0,0.0
st jayasuriya,ST Jayasuriya,30.0,768.0,532.0,28.0,144.3609,27.4286,21.0,294.0,390.0,13.0,7.9592,22.6154,0.7941,0.6018
str binny,STR Binny,66.0,880.0,683.0,43.0,128.8433,20.4651,63.0,594.0,758.0,22.0,7.6566,27.0,0.1125,0.6686
sumit kumar,Sumit Kumar,3.0,18.0,24.0,2.0,75.0,9.0,2.0,20.0,38.0,0.0,11.4,20.0,0.0,0.0
sunny gupta,Sunny Gupta,1.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,47.0,0.0,15.6667,18.0,0.0,0.0
sunny singh,Sunny Singh,5.0,43.0,31.0,4.0,138.7097,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suryansh shedge,Suryansh Shedge,3.0,7.0,11.0,3.0,63.6364,2.3333,1.0,18.0,40.0,0.0,13.3333,18.0,0.0,0.0
suyash sharma,,0.0,0.0,0.0,0.0,0.0,0.0,27.0,558.0,814.0,18.0,8.7527,31.0,0.0,-0.3701
sv samson,SV Samson,171.0,4704.0,3383.0,148.0,139.0482,31.7838,0.0,0.0,0.0,0.0,0.0,0.0,0.6734,0.0
sw billings,SW Billings,27.0,503.0,388.0,26.0,129.6392,19.3462,0.0,0.0,0.0,0.0,0.0,0.0,0.1154,0.0
sw tait,SW Tait,5.0,23.0,26.0,3.0,88.4615,7.6667,21.0,473.0,640.0,23.0,8.1184,20.5652,0.0,0.5563
swapnil singh,Swapnil Singh,9.0,51.0,45.0,5.0,113.3333,10.2,14.0,162.0,241.0,7.0,8.9259,23.1429,0.0,-0.1941
sz mulani,SZ Mulani,1.0,1.0,1.0,0.0,100.0,1.0,2.0,30.0,57.0,0.0,11.4,30.0,0.0,0.0
t banton,T Banton,2.0,18.0,20.0,2.0,90.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t henderson,T Henderson,2.0,11.0,16.0,1.0,68.75,11.0,2.0,36.0,40.0,1.0,6.6667,36.0,0.0,0.0
t kohler cadmore,T Kohler-Cadmore,3.0,48.0,54.0,3.0,88.8889,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t kohli,T Kohli,3.0,11.0,19.0,3.0,57.8947,3.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t natarajan,T Natarajan,2.0,3.0,5.0,0.0,60.0,3.0,63.0,1362.0,2022.0,68.0,8.9075,20.0294,0.0,-0.0546
t shamsi,T Shamsi,1.0,2.0,4.0,0.0,50.0,2.0,5.0,120.0,181.0,3.0,9.05,40.0,0.0,-0.969
t stubbs,T Stubbs,30.0,711.0,433.0,15.0,164.2032,47.4,5.0,36.0,69.0,4.0,11.5,9.0,1.7472,0.0
t taibu,T Taibu,3.0,31.0,26.0,3.0,119.2308,10.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t thushara,T Thushara,4.0,12.0,18.0,2.0,66.6667,6.0,6.0,135.0,161.0,8.0,7.1556,16.875,0.0,1.4758
ta boult,TA Boult,24.0,85.0,81.0,8.0,104.9383,10.625,119.0,2687.0,3762.0,143.0,8.4004,18.7902,-1.0226,0.4014
tanush kotian,Tanush Kotian,1.0,24.0,31.0,1.0,77.4194,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
td paine,TD Paine,2.0,10.0,26.0,2.0,38.4615,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tejas baroka,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,33.0,0.0,9.4286,21.0,0.0,0.0
tg southee,TG Southee,19.0,120.0,107.0,11.0,112.1495,10.9091,54.0,1206.0,1742.0,47.0,8.6667,25.6596,-0.7561,-0.0872
th david,TH David,44.0,846.0,488.0,25.0,173.3607,33.84,0.0,0.0,0.0,0.0,0.0,0.0,1.9161,0.0
tilak varma,Tilak Varma,51.0,1499.0,1038.0,38.0,144.4123,39.4474,4.0,22.0,28.0,0.0,7.6364,22.0,0.9623,0.0
tk curran,TK Curran,10.0,127.0,107.0,5.0,118.6916,25.4,13.0,238.0,430.0,13.0,10.8403,18.3077,-0.1491,-1.5346
tl seifert,TL Seifert,3.0,26.0,23.0,3.0,113.0435,8.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tl suman,TL Suman,39.0,676.0,575.0,30.0,117.5652,22.5333,11.0,150.0,197.0,6.0,7.88,25.0,-0.2431,0.5697
tm dilshan,TM Dilshan,50.0,1153.0,1007.0,40.0,114.4985,28.825,25.0,271.0,366.0,5.0,8.1033,54.2,-0.2399,-0.7793
tm head,TM Head,37.0,1146.0,674.0,32.0,170.0297,35.8125,6.0,58.0,113.0,2.0,11.6897,29.0,1.8243,0.0
tm srivastava,TM Srivastava,3.0,8.0,11.0,1.0,72.7273,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tp sudhindra,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,70.0,136.0,1.0,11.6571,70.0,0.0,-4.2606
tr birt,TR Birt,5.0,75.0,58.0,5.0,129.3103,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ts mills,TS Mills,5.0,8.0,14.0,4.0,57.1429,2.0,10.0,209.0,343.0,11.0,9.8469,19.0,0.0,-0.7662
tu deshpande,TU Deshpande,8.0,28.0,22.0,2.0,127.2727,14.0,46.0,965.0,1583.0,51.0,9.8425,18.9216,0.0,-0.7595
u kaul,U Kaul,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ua birla,UA Birla,1.0,7.0,14.0,1.0,50.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ubt chand,UBT Chand,20.0,300.0,300.0,20.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0467,0.0
umar gul,Umar Gul,4.0,39.0,19.0,3.0,205.2632,13.0,6.0,135.0,184.0,12.0,8.1778,11.25,0.0,0.882
umran malik,Umran Malik,5.0,23.0,16.0,1.0,143.75,23.0,26.0,493.0,772.0,29.0,9.3955,17.0,0.0,-0.3243
urvil patel,Urvil Patel,3.0,68.0,32.0,3.0,212.5,22.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ut khawaja,UT Khawaja,6.0,127.0,100.0,5.0,127.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1449,0.0
ut yadav,UT Yadav,48.0,208.0,201.0,20.0,103.4826,10.4,147.0,3056.0,4332.0,144.0,8.5052,21.2222,-1.0834,0.22
v kaverappa,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,36.0,2.0,9.0,12.0,0.0,0.0
v kohli,V Kohli,259.0,8671.0,6523.0,217.0,132.9296,39.9585,26.0,251.0,368.0,4.0,8.7968,62.75,0.5619,-1.6777
v nigam,V Nigam,8.0,142.0,79.0,5.0,179.7468,28.4,13.0,234.0,356.0,11.0,9.1282,21.2727,2.062,-0.2813
v pratap singh,V Pratap Singh,1.0,0.0,1.0,1.0,0.0,0.0,9.0,204.0,296.0,10.0,8.7059,20.4,0.0,0.0921
v puthur,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,72.0,109.0,6.0,9.0833,12.0,0.0,0.1262
v sehwag,V Sehwag,104.0,2728.0,1755.0,95.0,155.4416,28.7158,15.0,136.0,235.0,6.0,10.3676,22.6667,1.2071,-1.3304
v shankar,V Shankar,63.0,1233.0,950.0,46.0,129.7895,26.8043,22.0,238.0,344.0,9.0,8.6723,26.4444,0.2681,-0.1231
v suryavanshi,V Suryavanshi,7.0,252.0,122.0,7.0,206.5574,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1191,0.0
v viyaskanth,V Viyaskanth,1.0,7.0,5.0,0.0,140.0,7.0,3.0,60.0,86.0,1.0,8.6,60.0,0.0,-1.4098
vg arora,VG Arora,9.0,9.0,24.0,4.0,37.5,2.25,32.0,638.0,1016.0,36.0,9.5549,17.7222,0.0,-0.4809
vh zol,VH Zol,2.0,29.0,26.0,2.0,111.5385,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vijaykumar vyshak,Vijaykumar Vyshak,4.0,14.0,12.0,2.0,116.6667,7.0,16.0,333.0,576.0,17.0,10.3784,19.5882,0.0,-1.2157
virat singh,Virat Singh,2.0,15.0,26.0,2.0,57.6923,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vishnu vinod,Vishnu Vinod,6.0,56.0,57.0,6.0,98.2456,9.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vivrant sharma,Vivrant Sharma,1.0,69.0,47.0,1.0,146.8085,69.0,2.0,18.0,37.0,0.0,12.3333,18.0,0.0,0.0
vr aaron,VR Aaron,12.0,50.0,72.0,4.0,69.4444,12.5,50.0,994.0,1481.0,44.0,8.9396,22.5909,-2.208,-0.183
vr iyer,VR Iyer,56.0,1468.0,1069.0,49.0,137.3246,29.9592,9.0,81.0,143.0,3.0,10.5926,27.0,0.5854,-1.6844
vrv singh,VRV Singh,2.0,4.0,3.0,1.0,133.3333,4.0,18.0,360.0,542.0,12.0,9.0333,30.0,0.0,-0.555
vs malik,VS Malik,2.0,7.0,7.0,1.0,100.0,7.0,13.0,205.0,261.0,6.0,7.639,34.1667,0.0,0.3955
vs yeligati,VS Yeligati,1.0,2.0,2.0,1.0,100.0,2.0,2.0,30.0,59.0,0.0,11.8,30.0,0.0,0.0
vvs laxman,VVS Laxman,20.0,282.0,267.0,16.0,105.618,17.625,0.0,0.0,0.0,0.0,0.0,0.0,-0.7762,0.0
vy mahesh,VY Mahesh,5.0,15.0,27.0,2.0,55.5556,7.5,17.0,339.0,499.0,21.0,8.8319,16.1429,0.0,0.1618
w jaffer,W Jaffer,8.0,130.0,121.0,7.0,107.438,18.5714,0.0,0.0,0.0,0.0,0.0,0.0,-0.6884,0.0
w o rourke,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,132.0,6.0,12.7742,10.3333,0.0,-2.7649
wa mota,WA Mota,8.0,56.0,75.0,5.0,74.6667,11.2,7.0,72.0,97.0,4.0,8.0833,18.0,-2.0709,0.6872
washington sundar,Washington Sundar,43.0,511.0,405.0,31.0,126.1728,16.4839,63.0,1119.0,1436.0,39.0,7.6997,28.6923,-0.0788,0.5662
wd parnell,WD Parnell,13.0,65.0,80.0,10.0,81.25,6.5,33.0,723.0,937.0,35.0,7.7759,20.6571,-2.0675,0.8271
wg jacks,WG Jacks,19.0,463.0,303.0,16.0,152.8053,28.9375,13.0,138.0,220.0,8.0,9.5652,17.25,1.1173,-0.4703
wp saha,WP Saha,143.0,2934.0,2300.0,118.0,127.5652,24.8644,0.0,0.0,0.0,0.0,0.0,0.0,0.1552,0.0
wpujc vaas,WPUJC Vaas,11.0,81.0,73.0,7.0,110.9589,11.5714,13.0,282.0,355.0,18.0,7.5532,15.6667,-0.7727,1.2056
x thalaivan sargunam,X Thalaivan Sargunam,1.0,10.0,17.0,1.0,58.8235,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xc bartlett,XC Bartlett,1.0,11.0,15.0,1.0,73.3333,11.0,4.0,60.0,96.0,2.0,9.6,30.0,0.0,-1.0091
y gnaneswara rao,Y Gnaneswara Rao,1.0,19.0,17.0,1.0,111.7647,19.0,1.0,6.0,7.0,0.0,7.0,6.0,0.0,0.0
y nagar,Y Nagar,20.0,285.0,259.0,14.0,110.0386,20.3571,8.0,66.0,125.0,4.0,11.3636,16.5,-0.5552,-1.8815
y prithvi raj,Y Prithvi Raj,1.0,0.0,1.0,0.0,0.0,0.0,2.0,30.0,57.0,1.0,11.4,30.0,0.0,0.0
y venugopal rao,Y Venugopal Rao,52.0,985.0,836.0,42.0,117.823,23.4524,20.0,216.0,337.0,6.0,9.3611,36.0,-0.2159,-1.0581
ya abdulla,YA Abdulla,1.0,0.0,1.0,0.0,0.0,0.0,11.0,209.0,307.0,15.0,8.8134,13.9333,0.0,0.2651
yash dayal,Yash Dayal,4.0,4.0,9.0,3.0,44.4444,1.3333,43.0,871.0,1390.0,41.0,9.5752,21.2439,0.0,-0.6384
yash thakur,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,443.0,770.0,25.0,10.4289,17.72,0.0,-1.1813
yashpal singh,Yashpal Singh,4.0,47.0,66.0,4.0,71.2121,11.75,0.0,0.0,0.0,0.0,0.0,0.0,-2.1724,0.0
ybk jaiswal,YBK Jaiswal,66.0,2166.0,1417.0,62.0,152.8582,34.9355,1.0,1.0,6.0,0.0,36.0,1.0,1.2053,0.0
yk pathan,YK Pathan,153.0,3222.0,2245.0,105.0,143.5189,30.6857,82.0,1147.0,1415.0,42.0,7.4019,27.3095,0.8155,0.8603
younis khan,Younis Khan,1.0,3.0,7.0,1.0,42.8571,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ys chahal,YS Chahal,17.0,37.0,86.0,6.0,43.0233,6.1667,172.0,3791.0,5032.0,221.0,7.9641,17.1538,-3.4416,0.8167
yudhvir singh,Yudhvir Singh,4.0,22.0,16.0,4.0,137.5,5.5,9.0,138.0,253.0,8.0,11.0,17.25,0.0,-1.6202
yuvraj singh,Yuvraj Singh,126.0,2754.0,2122.0,107.0,129.7832,25.7383,73.0,869.0,1077.0,36.0,7.4361,24.1389,0.2494,0.9599
yv dhull,YV Dhull,3.0,16.0,23.0,3.0,69.5652,5.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yv takawale,YV Takawale,10.0,192.0,178.0,8.0,107.8652,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5578,0.0
z khan,Z Khan,27.0,117.0,141.0,14.0,82.9787,8.3571,99.0,2200.0,2782.0,102.0,7.5873,21.5686,-1.902,0.9418
zeeshan ansari,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,203.0,333.0,6.0,9.8424,33.8333,0.0,-1.3569
